ef_id,category_code,category_name_th,category_name_en,ef_name,ef_description,unit,factor_value,source_name,source_detail,updated_tag,raw_text
118,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถกระบะบรรทุก 10 ล้อ่วิปกติ 1 00% Loading,นำ้หนักบรรทุกสูงสุด 16 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0533,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"118. | รถกระบะบรรทุก 10 ล้อ่งิปกติ 1 00% Loading | น้ำหนักบรรทุกสูงสุด 16 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0533 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
119,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถกระบะบรรทุก 10 ล้อ่วิวิ่งแบบสมบุกสมบัน 0% Loading,นำ้หนักบรรทุกสูงสุด 16 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.7513,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"119. | รถกระบะบรรทุก 10 ล้อ่งิวิ่งแบบสมบุกสมบัน 0% Loading | น้ำหนักบรรทุกสูงสุด 16 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.7513 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
120,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถกระบะบรรทุก 10 ล้อ่วิวิ่งแบบสมบุกสมบัน 5 0% Loading,นำ้หนักบรรทุกสูงสุด 16 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.1201,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"120. | รถกระบะบรรทุก 10 ล้อ่งิวิ่งแบบสมบุกสมบัน 5 0% Loading | น้ำหนักบรรทุกสูงสุด 16 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.1201 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
121,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถกระบะบรรทุก 10 ล้อ่วิวิ่งแบบสมบุกสมบัน 7 5% Loading,นำ้หนักบรรทุกสูงสุด 16 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.084,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"121. | รถกระบะบรรทุก 10 ล้อ่งิวิ่งแบบสมบุกสมบัน 7 5% Loading | น้ำหนักบรรทุกสูงสุด 16 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.084 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
122,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถกระบะบรรทุก 10 ล้อ่วิวิ่งแบบสมบุกสมบัน 1 00% Loading,นำ้หนักบรรทุกสูงสุด 16 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0639,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"122. | รถกระบะบรรทุก 10 ล้อ่งิวิ่งแบบสมบุกสมบัน 1 00% Loading | น้ำหนักบรรทุกสูงสุด 16 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0639 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
123,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิปกติ 0% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.8215,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"123. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิปกติ 0% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.8215 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
124,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิปกติ 5 0% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0803,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"124. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิปกติ 5 0% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0803 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
125,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิปกติ 7 5% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0577,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"125. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิปกติ 7 5% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0577 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
126,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิปกติ 1 00% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0449,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"126. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิปกติ 1 00% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0449 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
127,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิวิ่งแบบสมบุกสมบัน 0% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,km,0.9963,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"127. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิวิ่งแบบสมบุกสมบัน 0% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | km | 0.9963 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
128,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิวิ่งแบบสมบุกสมบัน 5 0% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0914,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"128. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิวิ่งแบบสมบุกสมบัน 5 0% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0914 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
129,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิวิ่งแบบสมบุกสมบัน 7 5% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0655,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"129. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิวิ่งแบบสมบุกสมบัน 7 5% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0655 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
130,6,กลุ่มการขนส่งโดยรถบรรทุก (Truck Transportations) และขนส่งประเภทอื่นๆ (Others),,รถบรรทุกกงึ่พว่ง 18 ล้อ่วิวิ่งแบบสมบุกสมบัน 1 00% Loading,นำ้หนักบรรทุกสูงสุด 32 ตัน; ใช้นำ้มันดีเซลเป็นเชื้อเพลิง; LCIA method IPCC 2013 GWP 100a V1.03,tkm,0.0523,Thai National LCI Database,"Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018)",Update_Dec2019,"130. | รถบรรทุกกงึ่พว่ง 18 ล้อ่งิวิ่งแบบสมบุกสมบัน 1 00% Loading | น้ำหนักบรรทุกสูงสุด 32 ตัน; ใช้น้ำมันดีเซลเป็นเชื้อเพลิง ; LCIA method IPCC 2013 GWP 100a V1.03 | tkm | 0.0523 | Thai National LCI Database, TIIS-MTEC-NSTDA (with TGO electricity 2016-2018) | Update_Dec2019"
